id,graduation_year,major,skills,is_mentor,bio,interests,degree,is_alumni
3534,1987,Civil Engineering,"Revit, surveying, structural analysis, geotechnical modeling, project management",False,"A Civil Engineering alumna with a B.Tech. degree, graduated in 1987. Passionate about structural analysis, urban planning, geotechnical engineering, bridge design. Skilled in Revit, surveying, structural analysis, geotechnical modeling, project management. Eager to engage in innovative projects in civil.","structural analysis, urban planning, geotechnical engineering, bridge design",B.Tech.,True
3535,2023,Biology,"PCR, experimental design, bioinformatics, lab techniques",False,"A Biology student pursuing a B.Sc. degree, expected graduation in 2023. Passionate about bioinformatics, conservation, biotechnology, genetics, ecology. Skilled in PCR, experimental design, bioinformatics, lab techniques. Eager to engage in innovative projects in biological.","bioinformatics, conservation, biotechnology, genetics, ecology",B.Sc.,False
3536,2024,Biology,"bioinformatics, microscopy, PCR, lab techniques, experimental design, data analysis",True,"A Biology student pursuing a M.Tech. degree, expected graduation in 2024. Passionate about molecular biology, conservation, bioinformatics. Skilled in bioinformatics, microscopy, PCR, lab techniques, experimental design, data analysis. Offers mentorship and engage in innovative projects in biological.","molecular biology, conservation, bioinformatics",M.Tech.,False
3537,2023,Physics,"chemical analysis, computational modeling, MATLAB, spectroscopy, lab techniques",False,"A Physics student pursuing a M.Tech. degree, expected graduation in 2023. Passionate about thermodynamics, chemical kinetics, quantum mechanics. Skilled in chemical analysis, computational modeling, MATLAB, spectroscopy, lab techniques. Eager to engage in innovative projects in physical.","thermodynamics, chemical kinetics, quantum mechanics",M.Tech.,False
3538,2004,Electrical Engineering,"MATLAB, power system analysis, PLC programming, PCB design",True,"A Electrical Engineering alumna with a MBA degree, graduated in 2004. Passionate about power systems, signal processing, microelectronics. Skilled in MATLAB, power system analysis, PLC programming, PCB design. Offers mentorship and engage in innovative projects in electrical.","power systems, signal processing, microelectronics",MBA,True
3539,2024,Aerospace Engineering,"mechanical design, SolidWorks, project management, ANSYS, thermodynamic modeling, finite element analysis",False,"A Aerospace Engineering student pursuing a B.Eng. degree, expected graduation in 2024. Passionate about fluid dynamics, thermodynamics, robotics. Skilled in mechanical design, SolidWorks, project management, ANSYS, thermodynamic modeling, finite element analysis. Eager to engage in innovative projects in mechanical.","fluid dynamics, thermodynamics, robotics",B.Eng.,False
3540,1995,Nursing,"empathy training, qualitative research, counseling, clinical skills",False,"A Nursing alumna with a M.Tech. degree, graduated in 1995. Passionate about patient care, cognitive therapy, behavioral economics, healthcare ethics. Skilled in empathy training, qualitative research, counseling, clinical skills. Eager to engage in innovative projects in behavioral.","patient care, cognitive therapy, behavioral economics, healthcare ethics",M.Tech.,True
3541,2017,Political Science,"archival research, qualitative research, policy analysis, survey design, historical documentation",False,"A Political Science alumna with a B.Eng. degree, graduated in 2017. Passionate about public policy, international relations, historical research, archaeology. Skilled in archival research, qualitative research, policy analysis, survey design, historical documentation. Eager to engage in innovative projects in historical.","public policy, international relations, historical research, archaeology",B.Eng.,True
3542,2025,Civil Engineering,"surveying, AutoCAD, Revit, project management, structural analysis",True,"A Civil Engineering student pursuing a M.A. degree, expected graduation in 2025. Passionate about urban planning, structural analysis, bridge design, geotechnical engineering. Skilled in surveying, AutoCAD, Revit, project management, structural analysis. Offers mentorship and engage in innovative projects in civil.","urban planning, structural analysis, bridge design, geotechnical engineering",M.A.,False
3543,1980,Chemical Engineering,"lab safety, process simulation, reaction engineering, Aspen Plus, MATLAB, chemical analysis",True,"A Chemical Engineering alumna with a MBA degree, graduated in 1980. Passionate about biochemical engineering, process engineering, chemical synthesis, polymer science, nanotechnology. Skilled in lab safety, process simulation, reaction engineering, Aspen Plus, MATLAB, chemical analysis. Offers mentorship and engage in innovative projects in chemical.","biochemical engineering, process engineering, chemical synthesis, polymer science, nanotechnology",MBA,True
3544,2023,Biology,"bioinformatics, data analysis, lab techniques, PCR",False,"A Biology student pursuing a B.Sc. degree, expected graduation in 2023. Passionate about conservation, microbiology, biotechnology. Skilled in bioinformatics, data analysis, lab techniques, PCR. Eager to engage in innovative projects in biological.","conservation, microbiology, biotechnology",B.Sc.,False
3545,1988,Computer Science,"Docker, Node.js, Java, JavaScript",False,"A Computer Science alumna with a B.Tech. degree, graduated in 1988. Passionate about data analysis, deep learning, machine learning, software development, cloud computing. Skilled in Docker, Node.js, Java, JavaScript. Eager to engage in innovative projects in software.","data analysis, deep learning, machine learning, software development, cloud computing",B.Tech.,True
3546,2010,Mechanical Engineering,"ANSYS, mechanical design, project management, MATLAB, CAD",False,"A Mechanical Engineering alumna with a M.Tech. degree, graduated in 2010. Passionate about mechatronics, aerospace propulsion, 3D printing. Skilled in ANSYS, mechanical design, project management, MATLAB, CAD. Eager to engage in innovative projects in mechanical.","mechatronics, aerospace propulsion, 3D printing",M.Tech.,True
3547,2025,Physics,"spectroscopy, physics simulations, chemical analysis, lab techniques, computational modeling",True,"A Physics student pursuing a M.A. degree, expected graduation in 2025. Passionate about materials science, organic synthesis, quantum mechanics, thermodynamics, astrophysics. Skilled in spectroscopy, physics simulations, chemical analysis, lab techniques, computational modeling. Offers mentorship and engage in innovative projects in physical.","materials science, organic synthesis, quantum mechanics, thermodynamics, astrophysics",M.A.,False
3548,2022,Nursing,"clinical skills, data visualization, SPSS, counseling, empathy training",True,"A Nursing alumna with a B.A. degree, graduated in 2022. Passionate about cognitive therapy, patient care, neuropsychology. Skilled in clinical skills, data visualization, SPSS, counseling, empathy training. Offers mentorship and engage in innovative projects in behavioral.","cognitive therapy, patient care, neuropsychology",B.A.,True
3549,2025,Computer Science,"JavaScript, Python, SQL, Java, React, Docker",True,"A Computer Science student pursuing a Ph.D. degree, expected graduation in 2025. Passionate about software development, cybersecurity, deep learning. Skilled in JavaScript, Python, SQL, Java, React, Docker. Offers mentorship and engage in innovative projects in software.","software development, cybersecurity, deep learning",Ph.D.,False
3550,2025,Mechanical Engineering,"project management, thermodynamic modeling, ANSYS, MATLAB, CAD, CNC machining",False,"A Mechanical Engineering student pursuing a BBA degree, expected graduation in 2025. Passionate about robotics, fluid dynamics, aerospace propulsion, mechatronics, 3D printing. Skilled in project management, thermodynamic modeling, ANSYS, MATLAB, CAD, CNC machining. Eager to engage in innovative projects in mechanical.","robotics, fluid dynamics, aerospace propulsion, mechatronics, 3D printing",BBA,False
3551,2025,Mathematics,"R programming, calculus, numerical methods, statistical analysis, Python",False,"A Mathematics student pursuing a M.Sc. degree, expected graduation in 2025. Passionate about mathematical proofs, cryptography, numerical analysis. Skilled in R programming, calculus, numerical methods, statistical analysis, Python. Eager to engage in innovative projects in mathematical.","mathematical proofs, cryptography, numerical analysis",M.Sc.,False
3552,1998,Civil Engineering,"Revit, project management, geotechnical modeling, AutoCAD",False,"A Civil Engineering alumna with a B.Sc. degree, graduated in 1998. Passionate about bridge design, urban planning, sustainable infrastructure, water resources. Skilled in Revit, project management, geotechnical modeling, AutoCAD. Eager to engage in innovative projects in civil.","bridge design, urban planning, sustainable infrastructure, water resources",B.Sc.,True
3553,1985,Civil Engineering,"structural analysis, project management, AutoCAD, Revit",False,"A Civil Engineering alumna with a M.A. degree, graduated in 1985. Passionate about sustainable infrastructure, bridge design, urban planning, structural analysis. Skilled in structural analysis, project management, AutoCAD, Revit. Eager to engage in innovative projects in civil.","sustainable infrastructure, bridge design, urban planning, structural analysis",M.A.,True
3554,2025,Physics,"lab techniques, chemical analysis, computational modeling, physics simulations",False,"A Physics student pursuing a B.Sc. degree, expected graduation in 2025. Passionate about chemical kinetics, thermodynamics, organic synthesis, materials science. Skilled in lab techniques, chemical analysis, computational modeling, physics simulations. Eager to engage in innovative projects in physical.","chemical kinetics, thermodynamics, organic synthesis, materials science",B.Sc.,False
3555,1971,Mechanical Engineering,"CAD, finite element analysis, CNC machining, MATLAB",False,"A Mechanical Engineering alumna with a M.Sc. degree, graduated in 1971. Passionate about aerospace propulsion, automotive design, renewable energy, robotics, mechatronics. Skilled in CAD, finite element analysis, CNC machining, MATLAB. Eager to engage in innovative projects in mechanical.","aerospace propulsion, automotive design, renewable energy, robotics, mechatronics",M.Sc.,True
3556,2024,Psychology,"empathy training, qualitative research, SPSS, counseling, clinical skills, data visualization",False,"A Psychology student pursuing a Ph.D. degree, expected graduation in 2024. Passionate about cognitive therapy, neuropsychology, mental health, behavioral economics. Skilled in empathy training, qualitative research, SPSS, counseling, clinical skills, data visualization. Eager to engage in innovative projects in behavioral.","cognitive therapy, neuropsychology, mental health, behavioral economics",Ph.D.,False
3557,2023,Civil Engineering,"Revit, structural analysis, AutoCAD, geotechnical modeling, project management",True,"A Civil Engineering student pursuing a B.Sc. degree, expected graduation in 2023. Passionate about structural analysis, water resources, geotechnical engineering, bridge design. Skilled in Revit, structural analysis, AutoCAD, geotechnical modeling, project management. Offers mentorship and engage in innovative projects in civil.","structural analysis, water resources, geotechnical engineering, bridge design",B.Sc.,False
3558,1988,Chemistry,"MATLAB, lab techniques, spectroscopy, computational modeling, chemical analysis",False,"A Chemistry alumna with a B.Tech. degree, graduated in 1988. Passionate about chemical kinetics, organic synthesis, astrophysics, thermodynamics. Skilled in MATLAB, lab techniques, spectroscopy, computational modeling, chemical analysis. Eager to engage in innovative projects in physical.","chemical kinetics, organic synthesis, astrophysics, thermodynamics",B.Tech.,True
3559,2001,Psychology,"counseling, empathy training, clinical skills, qualitative research",False,"A Psychology alumna with a MBA degree, graduated in 2001. Passionate about mental health, healthcare ethics, cognitive therapy. Skilled in counseling, empathy training, clinical skills, qualitative research. Eager to engage in innovative projects in behavioral.","mental health, healthcare ethics, cognitive therapy",MBA,True
3560,2025,Finance,"risk assessment, SQL, financial analysis, accounting",False,"A Finance student pursuing a B.Tech. degree, expected graduation in 2025. Passionate about corporate finance, investment strategies, financial modeling. Skilled in risk assessment, SQL, financial analysis, accounting. Eager to engage in innovative projects in finance.","corporate finance, investment strategies, financial modeling",B.Tech.,False
3561,2017,Chemistry,"chemical analysis, physics simulations, spectroscopy, lab techniques, MATLAB, computational modeling",False,"A Chemistry alumna with a Ph.D. degree, graduated in 2017. Passionate about materials science, astrophysics, chemical kinetics. Skilled in chemical analysis, physics simulations, spectroscopy, lab techniques, MATLAB, computational modeling. Eager to engage in innovative projects in physical.","materials science, astrophysics, chemical kinetics",Ph.D.,True
3562,1991,History,"archival research, historical documentation, qualitative research, policy analysis, survey design",True,"A History alumna with a B.Tech. degree, graduated in 1991. Passionate about international relations, cultural studies, public policy, archaeology. Skilled in archival research, historical documentation, qualitative research, policy analysis, survey design. Offers mentorship and engage in innovative projects in historical.","international relations, cultural studies, public policy, archaeology",B.Tech.,True
3563,1981,Political Science,"historical documentation, archival research, qualitative research, policy analysis",False,"A Political Science alumna with a M.Tech. degree, graduated in 1981. Passionate about public policy, archaeology, historical research, cultural studies. Skilled in historical documentation, archival research, qualitative research, policy analysis. Eager to engage in innovative projects in historical.","public policy, archaeology, historical research, cultural studies",M.Tech.,True
3564,1966,English Literature,"proofreading, public speaking, critical thinking, content creation, editing",False,"A English Literature alumna with a M.A. degree, graduated in 1966. Passionate about novel studies, poetry, cultural criticism, publishing. Skilled in proofreading, public speaking, critical thinking, content creation, editing. Eager to engage in innovative projects in literature.","novel studies, poetry, cultural criticism, publishing",M.A.,True
3565,2008,Biology,"experimental design, PCR, data analysis, lab techniques",True,"A Biology alumna with a M.Tech. degree, graduated in 2008. Passionate about conservation, molecular biology, genetics, ecology. Skilled in experimental design, PCR, data analysis, lab techniques. Offers mentorship and engage in innovative projects in biological.","conservation, molecular biology, genetics, ecology",M.Tech.,True
3566,1992,Computer Science,"algorithms, Node.js, SQL, AWS, C++",True,"A Computer Science alumna with a M.Sc. degree, graduated in 1992. Passionate about machine learning, deep learning, blockchain, DevOps. Skilled in algorithms, Node.js, SQL, AWS, C++. Offers mentorship and engage in innovative projects in software.","machine learning, deep learning, blockchain, DevOps",M.Sc.,True
3567,1976,Physics,"spectroscopy, lab techniques, MATLAB, computational modeling, physics simulations",False,"A Physics alumna with a Ph.D. degree, graduated in 1976. Passionate about chemical kinetics, quantum mechanics, astrophysics, thermodynamics, organic synthesis. Skilled in spectroscopy, lab techniques, MATLAB, computational modeling, physics simulations. Eager to engage in innovative projects in physical.","chemical kinetics, quantum mechanics, astrophysics, thermodynamics, organic synthesis",Ph.D.,True
3568,2008,Finance,"financial modeling, risk assessment, Excel, SQL, accounting",False,"A Finance alumna with a M.Tech. degree, graduated in 2008. Passionate about blockchain, investment strategies, financial modeling, risk management. Skilled in financial modeling, risk assessment, Excel, SQL, accounting. Eager to engage in innovative projects in finance.","blockchain, investment strategies, financial modeling, risk management",M.Tech.,True
3569,1996,Political Science,"qualitative research, policy analysis, historical documentation, survey design, archival research",False,"A Political Science alumna with a MBA degree, graduated in 1996. Passionate about cultural studies, public policy, historical research, international relations. Skilled in qualitative research, policy analysis, historical documentation, survey design, archival research. Eager to engage in innovative projects in historical.","cultural studies, public policy, historical research, international relations",MBA,True
3570,2025,Computer Science,"Java, Docker, algorithms, AWS, TensorFlow, SQL",False,"A Computer Science student pursuing a M.A. degree, expected graduation in 2025. Passionate about data analysis, cloud computing, blockchain, machine learning, deep learning. Skilled in Java, Docker, algorithms, AWS, TensorFlow, SQL. Eager to engage in innovative projects in software.","data analysis, cloud computing, blockchain, machine learning, deep learning",M.A.,False
3571,2024,Chemical Engineering,"lab safety, reaction engineering, process simulation, chemical analysis, MATLAB, Aspen Plus",False,"A Chemical Engineering student pursuing a B.Eng. degree, expected graduation in 2024. Passionate about nanotechnology, polymer science, chemical synthesis, process engineering, sustainability. Skilled in lab safety, reaction engineering, process simulation, chemical analysis, MATLAB, Aspen Plus. Eager to engage in innovative projects in chemical.","nanotechnology, polymer science, chemical synthesis, process engineering, sustainability",B.Eng.,False
3572,2020,Mathematics,"LaTeX, Python, calculus, R programming, numerical methods, statistical analysis",True,"A Mathematics alumna with a M.Eng. degree, graduated in 2020. Passionate about statistical modeling, game theory, mathematical proofs, cryptography. Skilled in LaTeX, Python, calculus, R programming, numerical methods, statistical analysis. Offers mentorship and engage in innovative projects in mathematical.","statistical modeling, game theory, mathematical proofs, cryptography",M.Eng.,True
3573,2014,English Literature,"writing, proofreading, critical thinking, editing",False,"A English Literature alumna with a B.Sc. degree, graduated in 2014. Passionate about cultural criticism, literary analysis, novel studies, poetry, theater. Skilled in writing, proofreading, critical thinking, editing. Eager to engage in innovative projects in literature.","cultural criticism, literary analysis, novel studies, poetry, theater",B.Sc.,True
3574,2024,Computer Science,"JavaScript, algorithms, TensorFlow, SQL, Python, data structures",False,"A Computer Science student pursuing a M.Tech. degree, expected graduation in 2024. Passionate about mobile app development, web development, big data, cloud computing. Skilled in JavaScript, algorithms, TensorFlow, SQL, Python, data structures. Eager to engage in innovative projects in software.","mobile app development, web development, big data, cloud computing",M.Tech.,False
3575,1989,Data Science,"algorithms, TensorFlow, Node.js, JavaScript",False,"A Data Science alumna with a B.A. degree, graduated in 1989. Passionate about web development, deep learning, DevOps, machine learning, cloud computing. Skilled in algorithms, TensorFlow, Node.js, JavaScript. Eager to engage in innovative projects in software.","web development, deep learning, DevOps, machine learning, cloud computing",B.A.,True
3576,2001,Physics,"computational modeling, chemical analysis, physics simulations, MATLAB",False,"A Physics alumna with a BBA degree, graduated in 2001. Passionate about chemical kinetics, astrophysics, quantum mechanics. Skilled in computational modeling, chemical analysis, physics simulations, MATLAB. Eager to engage in innovative projects in physical.","chemical kinetics, astrophysics, quantum mechanics",BBA,True
3577,2025,Civil Engineering,"Revit, surveying, structural analysis, AutoCAD",False,"A Civil Engineering student pursuing a M.Sc. degree, expected graduation in 2025. Passionate about geotechnical engineering, bridge design, structural analysis, urban planning, water resources. Skilled in Revit, surveying, structural analysis, AutoCAD. Eager to engage in innovative projects in civil.","geotechnical engineering, bridge design, structural analysis, urban planning, water resources",M.Sc.,False
3578,1971,Economics,"policy analysis, data analysis, statistical modeling, econometrics, R programming",False,"A Economics alumna with a B.Sc. degree, graduated in 1971. Passionate about behavioral economics, public policy, game theory, economic forecasting, labor economics. Skilled in policy analysis, data analysis, statistical modeling, econometrics, R programming. Eager to engage in innovative projects in economic.","behavioral economics, public policy, game theory, economic forecasting, labor economics",B.Sc.,True
3579,2023,Finance,"Excel, accounting, risk assessment, financial analysis, SQL, financial modeling",False,"A Finance student pursuing a M.Eng. degree, expected graduation in 2023. Passionate about risk management, blockchain, investment strategies, financial modeling. Skilled in Excel, accounting, risk assessment, financial analysis, SQL, financial modeling. Eager to engage in innovative projects in finance.","risk management, blockchain, investment strategies, financial modeling",M.Eng.,False
3580,2023,Chemistry,"spectroscopy, chemical analysis, physics simulations, computational modeling, lab techniques",False,"A Chemistry student pursuing a M.Eng. degree, expected graduation in 2023. Passionate about chemical kinetics, astrophysics, materials science. Skilled in spectroscopy, chemical analysis, physics simulations, computational modeling, lab techniques. Eager to engage in innovative projects in physical.","chemical kinetics, astrophysics, materials science",M.Eng.,False
3581,2025,Business Administration,"presentation skills, SEO, market analytics, Excel",False,"A Business Administration alumna with a BBA degree, graduated in 2025. Passionate about brand management, digital marketing, market research, consumer behavior, entrepreneurship. Skilled in presentation skills, SEO, market analytics, Excel. Eager to engage in innovative projects in management.","brand management, digital marketing, market research, consumer behavior, entrepreneurship",BBA,True
3582,2025,Business Administration,"SQL, Excel, SEO, market analytics, CRM software, presentation skills",False,"A Business Administration student pursuing a M.Eng. degree, expected graduation in 2025. Passionate about brand management, startup incubation, consumer behavior. Skilled in SQL, Excel, SEO, market analytics, CRM software, presentation skills. Eager to engage in innovative projects in management.","brand management, startup incubation, consumer behavior",M.Eng.,False
3583,2001,Chemistry,"chemical analysis, lab techniques, computational modeling, spectroscopy, physics simulations",False,"A Chemistry alumna with a B.A. degree, graduated in 2001. Passionate about thermodynamics, materials science, organic synthesis, chemical kinetics. Skilled in chemical analysis, lab techniques, computational modeling, spectroscopy, physics simulations. Eager to engage in innovative projects in physical.","thermodynamics, materials science, organic synthesis, chemical kinetics",B.A.,True
3584,1998,Data Science,"TensorFlow, algorithms, Java, SQL",True,"A Data Science alumna with a MBA degree, graduated in 1998. Passionate about cloud computing, web development, big data, mobile app development. Skilled in TensorFlow, algorithms, Java, SQL. Offers mentorship and engage in innovative projects in software.","cloud computing, web development, big data, mobile app development",MBA,True
3585,2025,Chemistry,"chemical analysis, lab techniques, computational modeling, spectroscopy, MATLAB, physics simulations",False,"A Chemistry alumna with a BBA degree, graduated in 2025. Passionate about thermodynamics, organic synthesis, chemical kinetics, materials science. Skilled in chemical analysis, lab techniques, computational modeling, spectroscopy, MATLAB, physics simulations. Eager to engage in innovative projects in physical.","thermodynamics, organic synthesis, chemical kinetics, materials science",BBA,True
3586,2023,Marketing,"market analytics, presentation skills, SQL, CRM software",False,"A Marketing student pursuing a B.Eng. degree, expected graduation in 2023. Passionate about consumer behavior, digital marketing, market research, startup incubation. Skilled in market analytics, presentation skills, SQL, CRM software. Eager to engage in innovative projects in management.","consumer behavior, digital marketing, market research, startup incubation",B.Eng.,False
3587,2025,Environmental Science,"data analysis, GIS, remote sensing, field research, environmental modeling",False,"A Environmental Science student pursuing a B.Eng. degree, expected graduation in 2025. Passionate about conservation, ecology, sustainability, renewable energy. Skilled in data analysis, GIS, remote sensing, field research, environmental modeling. Eager to engage in innovative projects in environmental.","conservation, ecology, sustainability, renewable energy",B.Eng.,False
3588,2010,Mechanical Engineering,"SolidWorks, project management, finite element analysis, thermodynamic modeling, ANSYS, mechanical design",False,"A Mechanical Engineering alumna with a M.Sc. degree, graduated in 2010. Passionate about fluid dynamics, thermodynamics, 3D printing, renewable energy. Skilled in SolidWorks, project management, finite element analysis, thermodynamic modeling, ANSYS, mechanical design. Eager to engage in innovative projects in mechanical.","fluid dynamics, thermodynamics, 3D printing, renewable energy",M.Sc.,True
3589,1988,Data Science,"JavaScript, SQL, C++, algorithms, TensorFlow",True,"A Data Science alumna with a M.Sc. degree, graduated in 1988. Passionate about AI, machine learning, web development, deep learning. Skilled in JavaScript, SQL, C++, algorithms, TensorFlow. Offers mentorship and engage in innovative projects in software.","AI, machine learning, web development, deep learning",M.Sc.,True
3590,2025,Chemistry,"chemical analysis, physics simulations, MATLAB, computational modeling, spectroscopy",False,"A Chemistry student pursuing a BBA degree, expected graduation in 2025. Passionate about organic synthesis, thermodynamics, astrophysics, chemical kinetics. Skilled in chemical analysis, physics simulations, MATLAB, computational modeling, spectroscopy. Eager to engage in innovative projects in physical.","organic synthesis, thermodynamics, astrophysics, chemical kinetics",BBA,False
3591,2025,Marketing,"presentation skills, SQL, CRM software, market analytics, SEO, Excel",True,"A Marketing student pursuing a MBA degree, expected graduation in 2025. Passionate about consumer behavior, startup incubation, market research, entrepreneurship. Skilled in presentation skills, SQL, CRM software, market analytics, SEO, Excel. Offers mentorship and engage in innovative projects in management.","consumer behavior, startup incubation, market research, entrepreneurship",MBA,False
3592,2025,Environmental Science,"remote sensing, GIS, environmental modeling, data analysis",True,"A Environmental Science alumna with a M.A. degree, graduated in 2025. Passionate about conservation, sustainability, renewable energy, ecology. Skilled in remote sensing, GIS, environmental modeling, data analysis. Offers mentorship and engage in innovative projects in environmental.","conservation, sustainability, renewable energy, ecology",M.A.,True
3593,2024,Mechanical Engineering,"finite element analysis, CAD, CNC machining, MATLAB",True,"A Mechanical Engineering student pursuing a M.Eng. degree, expected graduation in 2024. Passionate about automotive design, 3D printing, robotics, material science, aerospace propulsion. Skilled in finite element analysis, CAD, CNC machining, MATLAB. Offers mentorship and engage in innovative projects in mechanical.","automotive design, 3D printing, robotics, material science, aerospace propulsion",M.Eng.,False
3594,2023,Physics,"lab techniques, physics simulations, computational modeling, spectroscopy, chemical analysis",False,"A Physics student pursuing a B.Sc. degree, expected graduation in 2023. Passionate about astrophysics, chemical kinetics, organic synthesis, materials science. Skilled in lab techniques, physics simulations, computational modeling, spectroscopy, chemical analysis. Eager to engage in innovative projects in physical.","astrophysics, chemical kinetics, organic synthesis, materials science",B.Sc.,False
3595,1984,Psychology,"data visualization, empathy training, qualitative research, clinical skills",False,"A Psychology alumna with a B.Tech. degree, graduated in 1984. Passionate about healthcare ethics, neuropsychology, patient care, mental health. Skilled in data visualization, empathy training, qualitative research, clinical skills. Eager to engage in innovative projects in behavioral.","healthcare ethics, neuropsychology, patient care, mental health",B.Tech.,True
3596,2012,History,"policy analysis, survey design, qualitative research, archival research, historical documentation",False,"A History alumna with a M.Sc. degree, graduated in 2012. Passionate about international relations, historical research, public policy. Skilled in policy analysis, survey design, qualitative research, archival research, historical documentation. Eager to engage in innovative projects in historical.","international relations, historical research, public policy",M.Sc.,True
3597,2025,Political Science,"qualitative research, survey design, archival research, historical documentation, policy analysis",True,"A Political Science student pursuing a M.Sc. degree, expected graduation in 2025. Passionate about cultural studies, public policy, international relations. Skilled in qualitative research, survey design, archival research, historical documentation, policy analysis. Offers mentorship and engage in innovative projects in historical.","cultural studies, public policy, international relations",M.Sc.,False
3598,1995,Data Science,"SQL, Python, algorithms, React, data structures",False,"A Data Science alumna with a M.Eng. degree, graduated in 1995. Passionate about cybersecurity, machine learning, mobile app development, DevOps. Skilled in SQL, Python, algorithms, React, data structures. Eager to engage in innovative projects in software.","cybersecurity, machine learning, mobile app development, DevOps",M.Eng.,True
3599,1976,Finance,"financial analysis, accounting, SQL, risk assessment, Excel",False,"A Finance alumna with a B.A. degree, graduated in 1976. Passionate about corporate finance, financial modeling, risk management. Skilled in financial analysis, accounting, SQL, risk assessment, Excel. Eager to engage in innovative projects in finance.","corporate finance, financial modeling, risk management",B.A.,True
3600,2025,Physics,"spectroscopy, MATLAB, physics simulations, lab techniques, computational modeling",False,"A Physics student pursuing a MBA degree, expected graduation in 2025. Passionate about chemical kinetics, organic synthesis, astrophysics, materials science. Skilled in spectroscopy, MATLAB, physics simulations, lab techniques, computational modeling. Eager to engage in innovative projects in physical.","chemical kinetics, organic synthesis, astrophysics, materials science",MBA,False
3601,1978,Data Science,"C++, Python, AWS, JavaScript",True,"A Data Science alumna with a M.Tech. degree, graduated in 1978. Passionate about blockchain, DevOps, mobile app development, machine learning. Skilled in C++, Python, AWS, JavaScript. Offers mentorship and engage in innovative projects in software.","blockchain, DevOps, mobile app development, machine learning",M.Tech.,True
3602,2025,Business Administration,"CRM software, Excel, SQL, market analytics, SEO, presentation skills",False,"A Business Administration student pursuing a M.Sc. degree, expected graduation in 2025. Passionate about brand management, startup incubation, entrepreneurship. Skilled in CRM software, Excel, SQL, market analytics, SEO, presentation skills. Eager to engage in innovative projects in management.","brand management, startup incubation, entrepreneurship",M.Sc.,False
3603,2019,History,"qualitative research, policy analysis, archival research, survey design, historical documentation",True,"A History alumna with a B.Sc. degree, graduated in 2019. Passionate about international relations, archaeology, historical research. Skilled in qualitative research, policy analysis, archival research, survey design, historical documentation. Offers mentorship and engage in innovative projects in historical.","international relations, archaeology, historical research",B.Sc.,True
3604,2011,Mechanical Engineering,"thermodynamic modeling, SolidWorks, project management, MATLAB, finite element analysis, CNC machining",False,"A Mechanical Engineering alumna with a BBA degree, graduated in 2011. Passionate about mechatronics, automotive design, fluid dynamics, renewable energy, 3D printing. Skilled in thermodynamic modeling, SolidWorks, project management, MATLAB, finite element analysis, CNC machining. Eager to engage in innovative projects in mechanical.","mechatronics, automotive design, fluid dynamics, renewable energy, 3D printing",BBA,True
3605,2016,Computer Science,"SQL, AWS, Docker, React",False,"A Computer Science alumna with a B.A. degree, graduated in 2016. Passionate about AI, cloud computing, DevOps, blockchain, deep learning. Skilled in SQL, AWS, Docker, React. Eager to engage in innovative projects in software.","AI, cloud computing, DevOps, blockchain, deep learning",B.A.,True
3606,2025,Mechanical Engineering,"ANSYS, thermodynamic modeling, MATLAB, CNC machining",False,"A Mechanical Engineering student pursuing a M.Sc. degree, expected graduation in 2025. Passionate about mechatronics, renewable energy, aerospace propulsion, automotive design, 3D printing. Skilled in ANSYS, thermodynamic modeling, MATLAB, CNC machining. Eager to engage in innovative projects in mechanical.","mechatronics, renewable energy, aerospace propulsion, automotive design, 3D printing",M.Sc.,False
3607,2024,Environmental Science,"data analysis, GIS, field research, environmental modeling, remote sensing",False,"A Environmental Science student pursuing a B.Tech. degree, expected graduation in 2024. Passionate about climate change, sustainability, conservation, ecology, renewable energy. Skilled in data analysis, GIS, field research, environmental modeling, remote sensing. Eager to engage in innovative projects in environmental.","climate change, sustainability, conservation, ecology, renewable energy",B.Tech.,False
3608,2020,Biology,"experimental design, PCR, microscopy, data analysis, lab techniques, bioinformatics",True,"A Biology alumna with a MBA degree, graduated in 2020. Passionate about conservation, molecular biology, microbiology, ecology. Skilled in experimental design, PCR, microscopy, data analysis, lab techniques, bioinformatics. Offers mentorship and engage in innovative projects in biological.","conservation, molecular biology, microbiology, ecology",MBA,True
3609,2010,Finance,"accounting, risk assessment, financial modeling, Excel, financial analysis, SQL",True,"A Finance alumna with a M.Tech. degree, graduated in 2010. Passionate about financial modeling, blockchain, corporate finance, investment strategies. Skilled in accounting, risk assessment, financial modeling, Excel, financial analysis, SQL. Offers mentorship and engage in innovative projects in finance.","financial modeling, blockchain, corporate finance, investment strategies",M.Tech.,True
3610,1996,Aerospace Engineering,"finite element analysis, ANSYS, project management, mechanical design",True,"A Aerospace Engineering alumna with a M.A. degree, graduated in 1996. Passionate about automotive design, thermodynamics, material science, 3D printing, renewable energy. Skilled in finite element analysis, ANSYS, project management, mechanical design. Offers mentorship and engage in innovative projects in mechanical.","automotive design, thermodynamics, material science, 3D printing, renewable energy",M.A.,True
3611,2025,Mathematics,"calculus, LaTeX, numerical methods, statistical analysis, R programming",False,"A Mathematics student pursuing a B.A. degree, expected graduation in 2025. Passionate about cryptography, game theory, statistical modeling, numerical analysis. Skilled in calculus, LaTeX, numerical methods, statistical analysis, R programming. Eager to engage in innovative projects in mathematical.","cryptography, game theory, statistical modeling, numerical analysis",B.A.,False
